用户定位开始位置经度	用户定位开始位置纬度
118720652	32167091
118832220	32014930
118752750	32043520
118789422	32183062
118738671	32063931
118750363	32069183
118769841	32065922
118946979	32145791
118800372	32112012
118758990	32079842
118765842	32079335
118825721	32112989
118775054	32021721
118825567	31927001
118702489	32132607
118801058	32119701
118845700	32046380
118759763	32086011
118794387	32039491
118785640	32039839
118820510	32018819
118622096	32043788
118838730	32119903
118730857	32045678
118754250	32059939
118752599	32085681
118740037	32023358
118744558	32080723
118750918	32069222
118801058	32119701
118941500	32132570
118833809	32017490
118799368	31971193
118755470	32074790
118815158	31945698
118729751	32043214
118763023	32073528
118605540	31857044
118937348	32058166
118730857	32045678
118687509	32106312
118833027	32099789
118766778	32086076
118818909	32040390
118787106	32014076
118763043	32083215
118764086	32045246
118820053	32026370
118739900	32024082
118797889	32056192
118781620	32092191
118783859	31885010
118794971	32029260
118787256	32060145
118915442	32089705
118687509	32106312
118843301	32019160
118947758	32143092
118753994	32031202
118766912	32028309
118869890	32162491
118804778	32021180
118760308	31994413
118813788	32025067
118752495	32029255
118717760	31970032
118739843	32023243
118740166	32081997
118977141	32116551
118832450	32017110
118787106	32014076
118785372	32038777
118916561	32100814
118794520	31828100
118786043	32023413
118779354	31965443
118755679	32037525
118798030	32039822
118832550	32019072
118757431	31960236
118785372	32038777
118798663	32057631
118774310	32091454
118622137	32043855
118773621	32067371
118783230	32055400
118757744	32036917
118620297	32045265
118774560	32067020
118843814	31970017
118756366	32031632
118813788	32025067
118780580	32040475
118687509	32106312
118785923	32026693
118751648	32061066
118744840	32060220
118922807	32062362
118850100	31999160
118864561	31909338
118716184	31965370
118739052	32035672
118923691	32063000
118931999	32023010
118626300	32056710
118753474	32031332
118796778	32036073
118794988	32058552
118924093	32045299
118816169	32130808
118754436	32033710
118784650	32046290
118906619	31922510
118929070	32143941
118755600	32073079
118802233	32045944
118748733	31991626
118845450	32135196
118787432	32050041
118827480	32124720
118751648	32061066
118931847	32051175
118837634	32037990
118833996	32039985
118791690	32038060
118785051	32096187
118801450	32047269
118613435	32075311
118781640	32050320
118779955	32084211
118793914	32025633
118795969	32002198
118720861	31966800
118735650	32067149
118813390	32024870
118788672	32049870
118787570	32022946
118891896	31885563
118747964	32032325
118781640	32050320
118744593	32028081
118797650	32007250
118784962	32022962
118787983	32058336
118787983	32058336
118771711	32048611
118810975	32042858
118764364	32059444
118820510	32018819
118794450	32039690
118784234	32039222
118938472	32051739
118800000	32021099
118735123	32032410
118758863	32251280
118789210	32047810
118781640	32050320
118783180	32036886
118838113	32039951
118982013	31862450
118777679	32068320
118776745	32065108
118798030	32039822
118773890	31993520
118754250	32059939
118774500	32066899
118796663	32024406
118789924	32022902
118784431	32079696
118789375	32058180
118926026	32041061
118766154	32036802
118766154	32036802
118787105	32017046
118808500	32085130
118774621	32066980
118754938	32071081
118822201	32130200
118934112	32117010
118771861	32067614
118786942	32059671
118613907	32075524
118753411	32031323
118810966	32126770
118779580	32038950
118751648	32061066
118790297	32044330
118813184	32024974
118825220	32031399
118788232	32053992
118791541	32049281
118793891	32048944
118766301	32077779
118805009	31999290
118795518	32045696
118609515	32077291
118793774	32032136
118754250	32059939
118658510	31850190
118790121	32051443
118787910	32028720
118753119	32061670
118733870	32022483
118756422	32017664
118762380	32081829
118563501	31840128
118789930	32093910
118918799	31932938
118796741	32062177
118934950	32119580
118741469	32058087
118736213	32028979
118784234	32039963
118727932	32012810
118751648	32061066
118797249	32034874
118754250	32059939
118742326	32043613
118739250	32057338
118813390	32024870
118766372	32093452
118698258	31966126
118775390	32080150
118792151	32036481
118802780	32005933
118613170	32017319
118791095	32015770
118770790	32022458
118751648	32061066
118736228	32057780
118836730	32018009
118788620	32035553
118784750	32039360
118921836	32102025
118748204	32068572
118782750	32025620
118801262	31997134
118771732	32046829
118761677	32094020
118787162	32039373
118737309	32031572
118800234	31997614
118754321	32059832
118876181	32114452
118780171	32090989
118799784	32019812
118757754	31952132
118800234	31997614
118820193	32084243
118934951	32119584
118744510	31979914
118737641	32029016
118770122	32070464
118774680	32090970
118767769	32033321
118803371	31934303
118818556	32118212
118743684	32062251
118809960	32025222
118901190	31344662
118783297	32084431
118814688	32091798
118777380	32067402
118754250	32059939
118783482	32288449
118787730	32048748
118783159	32059746
118891095	31885259
118772752	32087833
118922313	32053317
118748714	32075170
118783711	32077680
118738884	32067647
118712893	31885178
118782700	32060203
118800232	31997614
118779840	31769090
118765983	32060091
118697415	32098125
118788091	32058175
118781368	32087198
118805360	32046470
118634326	32085354
118735903	32064010
118743739	31941414
118792370	32048980
118697243	32098270
118778070	32046999
118770614	32067163
118783520	32023418
118832457	32017156
118785467	32034644
119095842	31679272
118780580	32068053
118634326	32085354
118788803	32045750
118856742	32116302
118761396	32046449
118883650	31324490
118752923	32042941
118752368	32029567
118776503	32090592
118794971	32029260
118901809	31343891
118803210	32032980
118666532	32057087
118791611	32021313
118740212	32044742
118783741	32039284
118777203	32067421
118783640	32107642
118712650	32160020
118762758	31981934
118794360	32043140
118805740	31844821
118803626	32026107
118727510	32241988
118784865	32036546
118774111	32006102
118803210	32032980
118771220	32024090
118845674	31939054
118784120	32051350
118787050	32034471
118834860	32017031
118921059	32041099
118845554	31940684
118796111	32040956
118752600	32056407
118754197	32069916
118803500	32026159
118712893	31885178
118782274	32023741
118778735	32024245
118784124	32036479
118942798	32124639
118818722	32047023
118794971	32029260
118791055	32038212
118784417	32018194
118854053	31967828
118746803	32059551
118796307	32042879
118813187	32054924
118756107	32090544
118784120	32051350
118786030	32037851
118724301	32030813
118798284	32057484
118788803	32045750
118794088	32048907
118776580	32007444
118794360	32043140
118845443	32036647
118776550	32020740
118791021	32023701
118755201	32055473
118959040	32108230
118695740	32105249
118838730	32119903
118758740	32042690
118795219	32040292
118754755	32054682
118771861	32067614
118764234	32060524
118800230	31967321
118774932	32008164
118783188	32030008
118739822	32049774
118754250	32059939
118750486	32063803
118740610	32075499
118771727	32090553
118778321	32069110
118769304	32026114
118784120	32051350
118878540	32167920
118794088	32048907
118781982	32028225
118796411	32008021
118809566	32023226
118783188	32030008
118778026	32028247
118781408	32022180
118794109	32053470
118910635	31906889
118752806	32096731
118778120	32025343
118788450	32040390
118742804	32093601
118812021	32072552
118774251	32006264
118801553	32029218
118742322	32126233
118777258	32064805
118784650	32036180
118790800	32046520
118802233	32045944
118810166	32086551
118770954	31971558
118739420	32065399
118721912	32023773
118902140	32093020
118796740	32062185
118780940	32067670
118754250	32059939
118767823	32052343
118796974	32042695
118771727	32090553
118758166	32016734
118791334	32023607
118731862	31958943
118820056	31952126
118796014	32024088
118628977	32054271
118798040	32045960
118916110	32184489
118794228	32041576
118785626	32037745
118796046	32001897
118785041	32039778
118767356	32033982
118778400	32042460
118785108	32023941
118790560	32015479
118722710	32032051
118742277	32084872
118778480	32040700
118747370	32067884
118795830	32046540
118780043	32039364
118708640	32294701
118872488	32013444
118735600	32056420
118943194	31832124
118783770	32069060
118754871	32022868
118797270	32053400
118728400	32032224
118764042	31977736
118744230	32056690
118719551	32023211
118781032	32022264
118753649	32044738
118613170	32017319
118785350	32077170
118939291	32103260
118771700	32025599
118698571	32175402
118784114	32079073
118772150	32064860
118815737	32146085
118770693	32064194
118638599	32073231
118809969	32085070
118798040	32045960
118856806	31935059
118956804	32105359
118790660	32028760
118797491	32027003
118754250	32059939
118777973	32035961
118771292	32067141
118791034	32028542
118770860	32018844
118921881	32045840
118787897	32039779
118744230	32056690
118841774	32052960
119020931	31914096
118783823	32083171
118783680	32023283
118788940	32017620
118778395	32042672
118802402	31997094
118803308	32056762
118822420	31939800
118767052	32073382
118740620	32044725
118844604	32147785
118784400	32038860
118757778	32089330
118658510	31850190
118770266	32070886
118754440	32069260
118819664	32103690
118784266	32043417
118747224	32040819
118810290	32034661
118783057	32041777
118717090	31995830
118797166	32038867
118739900	32024082
118783680	32023283
118798617	32057805
118719378	31983803
118781032	32022264
118789048	32031450
118628330	31789798
118759493	32091960
118789820	32051609
118786714	32023296
118739321	32060440
